Cubans_Grow_Corals,_Restore_Reef_with_Limited_Support-32|he said the project has done better than expectations
Cubans_Grow_Corals,_Restore_Reef_with_Limited_Support-33|even with little financial support
Cubans_Grow_Corals,_Restore_Reef_with_Limited_Support-34|and limited equipment in Cuba
Cubans_Grow_Corals,_Restore_Reef_with_Limited_Support-35|he commented
Cubans_Grow_Corals,_Restore_Reef_with_Limited_Support-36|everything is difficult
Cubans_Grow_Corals,_Restore_Reef_with_Limited_Support-37|but we keep pushing ahead and we are making progress
Cubans_Grow_Corals,_Restore_Reef_with_Limited_Support-38|like many coral reefs around the world
Cubans_Grow_Corals,_Restore_Reef_with_Limited_Support-39|the ones in Cuba are threatened by changing water temperatures
Cubans_Grow_Corals,_Restore_Reef_with_Limited_Support-40|invasive plants and animals
Cubans_Grow_Corals,_Restore_Reef_with_Limited_Support-41|pollution and overfishing
Cubans_Grow_Corals,_Restore_Reef_with_Limited_Support-42|the US National Oceanic and Atmospheric Administration or Noah
Cubans_Grow_Corals,_Restore_Reef_with_Limited_Support-43|says the world has already lost thirty-two 50%
Cubans_Grow_Corals,_Restore_Reef_with_Limited_Support-44|ovid's Coral Reeves
Cubans_Grow_Corals,_Restore_Reef_with_Limited_Support-45|Kathleen Diaz
Cubans_Grow_Corals,_Restore_Reef_with_Limited_Support-46|is a French diver who just visited Cuba for the first time
Cubans_Grow_Corals,_Restore_Reef_with_Limited_Support-47|she said the wreath looks better than others she had seen on Dives elsewhere in the world
Cubans_Grow_Corals,_Restore_Reef_with_Limited_Support-48|including in Africa
Cubans_Grow_Corals,_Restore_Reef_with_Limited_Support-49|the coral needs to be protected she said
Cubans_Grow_Corals,_Restore_Reef_with_Limited_Support-50|after two Dives on a recent trip to nearby Varadero
Cubans_Grow_Corals,_Restore_Reef_with_Limited_Support-51|she said
Cubans_Grow_Corals,_Restore_Reef_with_Limited_Support-52|it's good to see that in Cuba they take care of what they have
Cubans_Grow_Corals,_Restore_Reef_with_Limited_Support-53|and that it is still not too affected
Cubans_Grow_Corals,_Restore_Reef_with_Limited_Support-54|buy too much tourism
Cubans_Grow_Corals,_Restore_Reef_with_Limited_Support-55|Mourinho said a healthy Reese and a happy tourist are his real reward
Cubans_Grow_Corals,_Restore_Reef_with_Limited_Support-56|we do this out of love for the reef
Cubans_Grow_Corals,_Restore_Reef_with_Limited_Support-57|when you're added
Cubans_Grow_Corals,_Restore_Reef_with_Limited_Support-58|I'm Gregory stoeckel
Deadly_Tornado_Causes_Widespread_Destruction_in_Kentucky_Town-1|a series of powerful tornadoes tore through six American states over the weekend
Deadly_Tornado_Causes_Widespread_Destruction_in_Kentucky_Town-2|killing at least 90 people
Deadly_Tornado_Causes_Widespread_Destruction_in_Kentucky_Town-3|tornadoes are destructive storms in which powerful winds move around a central point
Deadly_Tornado_Causes_Widespread_Destruction_in_Kentucky_Town-4|one of the tornadoes moved through Mayfield
Deadly_Tornado_Causes_Widespread_Destruction_in_Kentucky_Town-5|a small town in Kentucky
Deadly_Tornado_Causes_Widespread_Destruction_in_Kentucky_Town-6|the storm caused widespread destruction there and killed at least eight people
Deadly_Tornado_Causes_Widespread_Destruction_in_Kentucky_Town-7|the eight people confirmed dead in Mayfield worked in a Candle factory that was destroyed in the storm
Deadly_Tornado_Causes_Widespread_Destruction_in_Kentucky_Town-8|eight more workers at the factory remain missing
Deadly_Tornado_Causes_Widespread_Destruction_in_Kentucky_Town-9|Kentucky Governor Andy beshear had earlier feared up to 100 people may have been killed in his state
Deadly_Tornado_Causes_Widespread_Destruction_in_Kentucky_Town-10|but on Sunday he reduced that estimate
Deadly_Tornado_Causes_Widespread_Destruction_in_Kentucky_Town-11|down to as low as 50
Deadly_Tornado_Causes_Widespread_Destruction_in_Kentucky_Town-12|Mayfield is a town of about 10000 people
Deadly_Tornado_Causes_Widespread_Destruction_in_Kentucky_Town-13|Judy Burton is a Mayfield local who spoke to the Associated Press about the storm
Deadly_Tornado_Causes_Widespread_Destruction_in_Kentucky_Town-14|she said she was able to take shelter in the basement of her apartment building with her dog and other people before the tornado hit
Deadly_Tornado_Causes_Widespread_Destruction_in_Kentucky_Town-15|when observing the damage later
Deadly_Tornado_Causes_Widespread_Destruction_in_Kentucky_Town-16|she could not believe the storms destructive path
Deadly_Tornado_Causes_Widespread_Destruction_in_Kentucky_Town-17|as she looked up at what used to be her third floor apartment
Deadly_Tornado_Causes_Widespread_Destruction_in_Kentucky_Town-18|Burton could still see her clothes hanging
Deadly_Tornado_Causes_Widespread_Destruction_in_Kentucky_Town-19|but the walls were gone
Deadly_Tornado_Causes_Widespread_Destruction_in_Kentucky_Town-20|across the street a damaged church was closed up
Deadly_Tornado_Causes_Widespread_Destruction_in_Kentucky_Town-21|a restaurant where neighbors often gathered for lunch
Deadly_Tornado_Causes_Widespread_Destruction_in_Kentucky_Town-22|was lost in the destruction
Deadly_Tornado_Causes_Widespread_Destruction_in_Kentucky_Town-23|it's gone it's terrible just terrible I'm shaking
Deadly_Tornado_Causes_Widespread_Destruction_in_Kentucky_Town-24|Burton told the AP
Deadly_Tornado_Causes_Widespread_Destruction_in_Kentucky_Town-25|it's going to take me awhile to settle my nerves
Deadly_Tornado_Causes_Widespread_Destruction_in_Kentucky_Town-26|Burton cannot imagine a single family in town not morning after the disaster
Deadly_Tornado_Causes_Widespread_Destruction_in_Kentucky_Town-27|she says Mayfield is the kind of place where everyone is somehow connected
Deadly_Tornado_Causes_Widespread_Destruction_in_Kentucky_Town-28|to everyone else
Deadly_Tornado_Causes_Widespread_Destruction_in_Kentucky_Town-29|in Mayfield hundreds of buildings and homes were reduced to nothing
Deadly_Tornado_Causes_Widespread_Destruction_in_Kentucky_Town-30|many structures that were still standing had their roofs torn off
Deadly_Tornado_Causes_Widespread_Destruction_in_Kentucky_Town-31|streets were filled with clothes
Deadly_Tornado_Causes_Widespread_Destruction_in_Kentucky_Town-32|Fallen trees and material from buildings
Deadly_Tornado_Causes_Widespread_Destruction_in_Kentucky_Town-33|local officials said the fire station was inoperable
Deadly_Tornado_Causes_Widespread_Destruction_in_Kentucky_Town-34|and most of the town's police cars were destroyed
Deadly_Tornado_Causes_Widespread_Destruction_in_Kentucky_Town-35|Burton said she worries about her neighbor and her dog
Deadly_Tornado_Causes_Widespread_Destruction_in_Kentucky_Town-36|they are feared among the Dead
Deadly_Tornado_Causes_Widespread_Destruction_in_Kentucky_Town-37|as they were probably unable to escape as walls collapsed around them
Deadly_Tornado_Causes_Widespread_Destruction_in_Kentucky_Town-38|shelters were set up in the area with donations and volunteers coming in from several surrounding communities
Deadly_Tornado_Causes_Widespread_Destruction_in_Kentucky_Town-39|at the shelters people could get food water and clothes
Deadly_Tornado_Causes_Widespread_Destruction_in_Kentucky_Town-40|Megan Ralph is a teacher who volunteered to oversee operations at a shelter
Deadly_Tornado_Causes_Widespread_Destruction_in_Kentucky_Town-41|she told the AP that hundreds of her neighbors were left with nothing
Deadly_Tornado_Causes_Widespread_Destruction_in_Kentucky_Town-42|but she added we will recover absolutely
Deadly_Tornado_Causes_Widespread_Destruction_in_Kentucky_Town-43|we're small But Mighty
Deadly_Tornado_Causes_Widespread_Destruction_in_Kentucky_Town-44|Kentucky was the hardest-hit state
Deadly_Tornado_Causes_Widespread_Destruction_in_Kentucky_Town-45|in Illinois six workers were killed at an Amazon Goods Storage Center after the building collapsed
Deadly_Tornado_Causes_Widespread_Destruction_in_Kentucky_Town-46|a nursing home was hit in Arkansas causing one of that states two deaths
Deadly_Tornado_Causes_Widespread_Destruction_in_Kentucky_Town-47|4 people were reported dead in Tennessee
Deadly_Tornado_Causes_Widespread_Destruction_in_Kentucky_Town-48|while officials in Missouri said two people died
Deadly_Tornado_Causes_Widespread_Destruction_in_Kentucky_Town-49|I'm Brian Lynn
Destructive_Mic-1|huge numbers of mice are threatening crops in eastern Australia
Destructive_Mic-2|in New South Wales state
Destructive_Mic-3|officials have described the situation as a plague that has never been seen before
Destructive_Mic-4|the small animals have spread over wide areas of agricultural land
Destructive_Mic-5|across New South Wales
Destructive_Mic-6|and parts of the neighboring states of Queensland
Destructive_Mic-7|and Victoria
Destructive_Mic-8|in addition to eating grain crops
Destructive_Mic-9|the mice have damaged farm and household equipment
Destructive_Mic-10|caused power outages
Destructive_Mic-11|and invaded supermarkets
Destructive_Mic-12|Adam Marshall is the agriculture Minister for New South Wales
Destructive_Mic-13|he recently said the situation had reached a critical point
Destructive_Mic-14|and needed to be dealt with immediately to prevent further problems
Destructive_Mic-15|if we don't significantly reduce the number of mice that are in plague proportions by Spring
Destructive_Mic-16|we are facing an absolute economic and social crisis
Destructive_Mic-17|Marshall said
Destructive_Mic-18|Bruce Barnes runs a family farm near the town of Bogan gate
Destructive_Mic-19|in central New South Wales
Destructive_Mic-20|he told the Associated Press
Destructive_Mic-21|he was taking a risk by planting crops
Destructive_Mic-22|we just so and Hope
Destructive_Mic-23|he told the Associated Press
Destructive_Mic-24|the word so describes the process of planting seeds
Destructive_Mic-25|the state's main agricultural organization predicts the mice could cause 775 million dollars in losses
Destructive_Mic-26|the state government has ordered 5000 L of the band Poison bromadiolone from India
Destructive_Mic-27|but the federal government has not yet approved the substance for emergency use around crops
Destructive_Mic-28|critics fear the poison will kill not only mice
Destructive_Mic-29|but also many other animals that feed on them
Destructive_Mic-30|or family pets
Destructive_Mic-31|Marshall said the state wants to use the broom a die alone because we need something that is super strength
Destructive_Mic-32|Farmers like barns had struggled during four years of extreme dry conditions
Destructive_Mic-33|before 2020 finally brought a good rainy season
Destructive_Mic-34|the wet weather helped produce Australia's largest Evergreen crop
Destructive_Mic-35|but also provided more food for the mice
Destructive_Mic-36|Norman Morris is another farmer in New South Wales
Destructive_Mic-37|he grows several grains and raises 900 Merino sheep on his farm near gilgandra about 430 km Northwest of Sydney
Destructive_Mic-38|this grain hear the mice have just totally ruined it
Destructive_Mic-39|will probably just dig a hole and bury the lot of it
Destructive_Mic-40|the 65-year old Morris told Reuters
Destructive_Mic-41|he said he had already lost $130,000 worth of grain to the mice
Destructive_Mic-42|it's just hard after the drought
Destructive_Mic-43|that's the biggest trouble
Destructive_Mic-44|send Maurice
Destructive_Mic-45|we've been on our knees we got up a bit
Destructive_Mic-46|now we're back on our knees with the mice
Destructive_Mic-47|people in the area say the most activity comes after Dark
Destructive_Mic-48|when millions of mice that hide and rest during the day come out
Destructive_Mic-49|but one of the biggest issues people have
Destructive_Mic-50|is the bad smell of mouse waste
Destructive_Mic-51|and decaying bodies
Destructive_Mic-52|you deal with it all day trying your best to manage the situation
Destructive_Mic-53|then come home to the stench of dead mice
Destructive_Mic-54|said Jason Khan
Destructive_Mic-55|a farmer in central New South Wales
Destructive_Mic-56|he said the mice are even getting into people's homes
Destructive_Mic-57|if your house is not well sealed
Destructive_Mic-58|they're in bed with you
Destructive_Mic-59|people are getting bitten in bed
Destructive_Mic-60|Khan said
Destructive_Mic-61|I'm Brian Lynn
EU_Warned_against_Naming_Industrial_Farming_Good_for_Environment-1|a group of Global Investors
EU_Warned_against_Naming_Industrial_Farming_Good_for_Environment-2|is urging the European commission not to consider industrial farming
EU_Warned_against_Naming_Industrial_Farming_Good_for_Environment-3|an activity that is good for the environment
EU_Warned_against_Naming_Industrial_Farming_Good_for_Environment-4|Reuters reported the request last week
EU_Warned_against_Naming_Industrial_Farming_Good_for_Environment-5|it said the international group of companies that wrote the letter to the commission
EU_Warned_against_Naming_Industrial_Farming_Good_for_Environment-6|is together worth more than 3.5 trillion dollars
EU_Warned_against_Naming_Industrial_Farming_Good_for_Environment-7|the European commission is close to defining what activities the European Union considers sustainable
EU_Warned_against_Naming_Industrial_Farming_Good_for_Environment-8|the EU hopes the move will get businesses to help it lower emissions
EU_Warned_against_Naming_Industrial_Farming_Good_for_Environment-9|carbon gases linked to climate change
EU_Warned_against_Naming_Industrial_Farming_Good_for_Environment-10|also called greenhouse gases
EU_Warned_against_Naming_Industrial_Farming_Good_for_Environment-11|it has been difficult however to reach political agreements on what activities to include in the EU taxonomy
EU_Warned_against_Naming_Industrial_Farming_Good_for_Environment-12|taxonomy is a word describing process of placing things in groups
EU_Warned_against_Naming_Industrial_Farming_Good_for_Environment-13|based on their qualities
EU_Warned_against_Naming_Industrial_Farming_Good_for_Environment-14|farming is responsible for around 10% of the eu's carbon gas emissions
EU_Warned_against_Naming_Industrial_Farming_Good_for_Environment-15|but how to deal with farming in EU rules
EU_Warned_against_Naming_Industrial_Farming_Good_for_Environment-16|has been a disputed issue because the industry is so important
EU_Warned_against_Naming_Industrial_Farming_Good_for_Environment-17|and employs many people
EU_Warned_against_Naming_Industrial_Farming_Good_for_Environment-18|countries and trade groups
EU_Warned_against_Naming_Industrial_Farming_Good_for_Environment-19|also have an interest in continued government support for the nuclear energy gas and farming Industries
EU_Warned_against_Naming_Industrial_Farming_Good_for_Environment-20|the investor group roads to commission president Ursula Von der leyen on October 5th
EU_Warned_against_Naming_Industrial_Farming_Good_for_Environment-21|the group said it was making its position public
EU_Warned_against_Naming_Industrial_Farming_Good_for_Environment-22|after a report said to EU governments proposed that a large amount of agricultural subsidies
EU_Warned_against_Naming_Industrial_Farming_Good_for_Environment-23|should be considered sustainable or green
EU_Warned_against_Naming_Industrial_Farming_Good_for_Environment-24|the investors letter also said farm animals raised on Industrial Farms
EU_Warned_against_Naming_Industrial_Farming_Good_for_Environment-25|have bad effects on biodiversity
EU_Warned_against_Naming_Industrial_Farming_Good_for_Environment-26|water
EU_Warned_against_Naming_Industrial_Farming_Good_for_Environment-27|resistance to bacteria and soil health
EU_Warned_against_Naming_Industrial_Farming_Good_for_Environment-28|it is critical that the EU taxonomy only defines as green
EU_Warned_against_Naming_Industrial_Farming_Good_for_Environment-29|those sectors that are genuinely environmentally sustainable
EU_Warned_against_Naming_Industrial_Farming_Good_for_Environment-30|said Helena right
EU_Warned_against_Naming_Industrial_Farming_Good_for_Environment-31|she is with the fair initiative
EU_Warned_against_Naming_Industrial_Farming_Good_for_Environment-32|the investor group that led the effort to write the letter to the commission
EU_Warned_against_Naming_Industrial_Farming_Good_for_Environment-33|it is deeply concerning to see a proposal
EU_Warned_against_Naming_Industrial_Farming_Good_for_Environment-34|that would count EU agricultural subsidies as green
EU_Warned_against_Naming_Industrial_Farming_Good_for_Environment-35|when we know that many of these subsidies are harmful she said
EU_Warned_against_Naming_Industrial_Farming_Good_for_Environment-36|other groups that signed the letter include Britain's Financial business legal & General investment management
EU_Warned_against_Naming_Industrial_Farming_Good_for_Environment-37|Aviva investors
EU_Warned_against_Naming_Industrial_Farming_Good_for_Environment-38|and Norway's store brand
EU_Warned_against_Naming_Industrial_Farming_Good_for_Environment-39|the letter was released one day after the European Parliament
EU_Warned_against_Naming_Industrial_Farming_Good_for_Environment-40|approved reforms to farming subsidies under the common agricultural policy
EU_Warned_against_Naming_Industrial_Farming_Good_for_Environment-41|known as cat
EU_Warned_against_Naming_Industrial_Farming_Good_for_Environment-42|the reforms give more money to smaller Farmers that use sustainable methods
EU_Warned_against_Naming_Industrial_Farming_Good_for_Environment-43|under the new rules at least 10% of cap money will go to smaller Farms
EU_Warned_against_Naming_Industrial_Farming_Good_for_Environment-44|all farm payments would be tied to following environmental rules
EU_Warned_against_Naming_Industrial_Farming_Good_for_Environment-45|naming intensive farming subsidies green
EU_Warned_against_Naming_Industrial_Farming_Good_for_Environment-46|risks weakening the eu's climate goals Right Said
EU_Warned_against_Naming_Industrial_Farming_Good_for_Environment-47|Alexander Burr is head of Environmental Policy issues
EU_Warned_against_Naming_Industrial_Farming_Good_for_Environment-48|at legal & General investment management
EU_Warned_against_Naming_Industrial_Farming_Good_for_Environment-49|he said the eu's decisions need to be based in science
EU_Warned_against_Naming_Industrial_Farming_Good_for_Environment-50|bird said they must support reducing emissions
EU_Warned_against_Naming_Industrial_Farming_Good_for_Environment-51|and that agriculture is a key but often overlooked sector
EU_Warned_against_Naming_Industrial_Farming_Good_for_Environment-52|I'm janovic
Experts_Give_Advice_for_Safe_Holiday_Travel-1|as people prepare to visit family and friends during the holiday season
Experts_Give_Advice_for_Safe_Holiday_Travel-2|some might be wondering whether it is safe to travel
Experts_Give_Advice_for_Safe_Holiday_Travel-3|during the ongoing covid-19 pandemic
Experts_Give_Advice_for_Safe_Holiday_Travel-4|experts and public-health officials say it is currently safe for many people to travel
Experts_Give_Advice_for_Safe_Holiday_Travel-5|but they continue to urge everyone to carefully follow
Experts_Give_Advice_for_Safe_Holiday_Travel-6|proven safety measures to limit virus spread
Experts_Give_Advice_for_Safe_Holiday_Travel-7|in its latest safety guidelines
Experts_Give_Advice_for_Safe_Holiday_Travel-8|the US Centers for Disease Control and prevention
Experts_Give_Advice_for_Safe_Holiday_Travel-9|urges people who are not fully vaccinated
Experts_Give_Advice_for_Safe_Holiday_Travel-10|to delay travel
Experts_Give_Advice_for_Safe_Holiday_Travel-11|during the holiday season
Experts_Give_Advice_for_Safe_Holiday_Travel-12|unvaccinated people who do not travel
Experts_Give_Advice_for_Safe_Holiday_Travel-13|should wear well-fitting face masks while attending holiday events taking place in indoor settings
Experts_Give_Advice_for_Safe_Holiday_Travel-14|the CDC says
Experts_Give_Advice_for_Safe_Holiday_Travel-15|It also says that even fully vaccinated individuals
Experts_Give_Advice_for_Safe_Holiday_Travel-16|should wear face coverings in indoor settings in communities known to have high infection rates
Experts_Give_Advice_for_Safe_Holiday_Travel-17|unvaccinated people who decide to travel
Experts_Give_Advice_for_Safe_Holiday_Travel-18|should get a covid-19 test
Experts_Give_Advice_for_Safe_Holiday_Travel-19|1 2 3 days before travel
Experts_Give_Advice_for_Safe_Holiday_Travel-20|and 325 days after returning
Experts_Give_Advice_for_Safe_Holiday_Travel-21|the coronavirus coordinator for the White House
Experts_Give_Advice_for_Safe_Holiday_Travel-22|Jeff science says about 59% of the US population is fully vaccinated against covid-19
Experts_Give_Advice_for_Safe_Holiday_Travel-23|children ages 5 to 11 were approved for the vaccine earlier this month
Experts_Give_Advice_for_Safe_Holiday_Travel-24|as of last week
Experts_Give_Advice_for_Safe_Holiday_Travel-25|2.6 million children had gotten their first of Two Shots
Experts_Give_Advice_for_Safe_Holiday_Travel-26|science sad
Experts_Give_Advice_for_Safe_Holiday_Travel-27|that is about 10% of children eligible to get vaccinated
Experts_Give_Advice_for_Safe_Holiday_Travel-28|dr. Keith Armitage is an infectious disease expert
Experts_Give_Advice_for_Safe_Holiday_Travel-29|at Case Western Reserve University in Ohio
Experts_Give_Advice_for_Safe_Holiday_Travel-30|he told the Associated Press
Experts_Give_Advice_for_Safe_Holiday_Travel-31|that all travelers should avoid indoor events with unmasked crowds
Experts_Give_Advice_for_Safe_Holiday_Travel-32|the Delta variant has really brought us back to an earlier time in the pandemic
Experts_Give_Advice_for_Safe_Holiday_Travel-33|Armitage said
Experts_Give_Advice_for_Safe_Holiday_Travel-34|there is no requirement for covid-19 vaccination or testing
Experts_Give_Advice_for_Safe_Holiday_Travel-35|for Americans flying within the country
Experts_Give_Advice_for_Safe_Holiday_Travel-36|but the CDC says all travelers must still wear masks
Experts_Give_Advice_for_Safe_Holiday_Travel-37|on trains
Experts_Give_Advice_for_Safe_Holiday_Travel-38|planes
Experts_Give_Advice_for_Safe_Holiday_Travel-39|and in other indoor public transportation areas
Experts_Give_Advice_for_Safe_Holiday_Travel-40|Armitage said hotels do not present a large risk
Experts_Give_Advice_for_Safe_Holiday_Travel-41|4 vaccinated individuals as long as they wear masks around people they do not know
Experts_Give_Advice_for_Safe_Holiday_Travel-42|he noted that family gatherings with unvaccinated people can be more problematic
Experts_Give_Advice_for_Safe_Holiday_Travel-43|especially for those who are older or have health problems
Experts_Give_Advice_for_Safe_Holiday_Travel-44|Health experts suggest looking at the case levels and masking rules in the places people plan to visit before they travel
Experts_Give_Advice_for_Safe_Holiday_Travel-45|many Americans already started their holiday travel plans last week
Experts_Give_Advice_for_Safe_Holiday_Travel-46|the Transportation Security Administration said last Friday November 19th
Experts_Give_Advice_for_Safe_Holiday_Travel-47|was the single busiest air-travel day since March 2020
Experts_Give_Advice_for_Safe_Holiday_Travel-48|the agency said it processed 2.24 million Travelers on that day
Experts_Give_Advice_for_Safe_Holiday_Travel-49|Travel Group AAA predicts 53.4 million people will travel for the Thanksgiving holiday
Experts_Give_Advice_for_Safe_Holiday_Travel-50|which falls on November 25th
Experts_Give_Advice_for_Safe_Holiday_Travel-51|this is up 13% from 2020
Experts_Give_Advice_for_Safe_Holiday_Travel-52|AAA says about 48.3 million Thanksgiving Travelers are expected to go by car
Experts_Give_Advice_for_Safe_Holiday_Travel-53|that is up from 47.1 Million last year
Experts_Give_Advice_for_Safe_Holiday_Travel-54|but still below 2019
Experts_Give_Advice_for_Safe_Holiday_Travel-55|49.9 million
Experts_Give_Advice_for_Safe_Holiday_Travel-56|I'm Brian Lynn
Experts_Say_China_Developing_High-Level_Computer_Technology-1|researchers say China's improvements in Quantum computing
Experts_Say_China_Developing_High-Level_Computer_Technology-2|will help its Armed Forces
Experts_Say_China_Developing_High-Level_Computer_Technology-3|which are the world's third strongest
Experts_Say_China_Developing_High-Level_Computer_Technology-4|Quantum Computing is a kind of computing
Experts_Say_China_Developing_High-Level_Computer_Technology-5|that lets high powered machines
Experts_Say_China_Developing_High-Level_Computer_Technology-6|solve problems that are too difficult for normal computers
Experts_Say_China_Developing_High-Level_Computer_Technology-7|the idea for Quantum Computing was discovered by American physicist
Experts_Say_China_Developing_High-Level_Computer_Technology-8|Richard Feynman in 1980
Experts_Say_China_Developing_High-Level_Computer_Technology-9|International Institute for strategic studies
Experts_Say_China_Developing_High-Level_Computer_Technology-10|said in a 2019 study
Experts_Say_China_Developing_High-Level_Computer_Technology-11|that it has two important military uses
Experts_Say_China_Developing_High-Level_Computer_Technology-12|it can understand secret military messages
Experts_Say_China_Developing_High-Level_Computer_Technology-13|and it can break into secure Communications
Experts_Say_China_Developing_High-Level_Computer_Technology-14|Alexander view vaping is a professor at the Daniel K Inouye asia-pacific Center for security studies
Experts_Say_China_Developing_High-Level_Computer_Technology-15|in Hawaii
Experts_Say_China_Developing_High-Level_Computer_Technology-16|he said he thinks China spends a lot of money on research and development
Experts_Say_China_Developing_High-Level_Computer_Technology-17|he also said that the government uses private civilian companies
Experts_Say_China_Developing_High-Level_Computer_Technology-18|to develop its military
Experts_Say_China_Developing_High-Level_Computer_Technology-19|last month Consulting business Booz Allen Hamilton
Experts_Say_China_Developing_High-Level_Computer_Technology-20|said that within 10 years
Experts_Say_China_Developing_High-Level_Computer_Technology-21|Chinese threat groups will gather information that permits
Experts_Say_China_Developing_High-Level_Computer_Technology-22|quantum computers to find new
Experts_Say_China_Developing_High-Level_Computer_Technology-23|valuable materials
Experts_Say_China_Developing_High-Level_Computer_Technology-24|these could include drugs and chemicals
Experts_Say_China_Developing_High-Level_Computer_Technology-25|it is not known how far Chinese researchers have developed Quantum computing
Experts_Say_China_Developing_High-Level_Computer_Technology-26|the US defense Department's 2021 report to Congress on China
Experts_Say_China_Developing_High-Level_Computer_Technology-27|says the Asian superpower continues to seek leadership
Experts_Say_China_Developing_High-Level_Computer_Technology-28|an important Technologies with possible military uses
Experts_Say_China_Developing_High-Level_Computer_Technology-29|the report added that China's 14th five year plan
Experts_Say_China_Developing_High-Level_Computer_Technology-30|an economic plan
Experts_Say_China_Developing_High-Level_Computer_Technology-31|pushes Quantum technology in many fields
Experts_Say_China_Developing_High-Level_Computer_Technology-32|Heather West is a researcher with market research business IDC in Massachusetts
Experts_Say_China_Developing_High-Level_Computer_Technology-33|she said Quantum Computing could help find hidden military vehicles
Experts_Say_China_Developing_High-Level_Computer_Technology-34|it could also permits countries to gain more information about other countries militaries
Experts_Say_China_Developing_High-Level_Computer_Technology-35|you vain said Quantum Computing around the world is at a nascent stage
Experts_Say_China_Developing_High-Level_Computer_Technology-36|but many countries are in a race to develop it
Experts_Say_China_Developing_High-Level_Computer_Technology-37|he said they include the United States
Experts_Say_China_Developing_High-Level_Computer_Technology-38|India
Experts_Say_China_Developing_High-Level_Computer_Technology-39|Japan and Germany
Experts_Say_China_Developing_High-Level_Computer_Technology-40|in addition to China
Experts_Say_China_Developing_High-Level_Computer_Technology-41|he said anyone in the lead would likely not last long
Experts_Say_China_Developing_High-Level_Computer_Technology-42|as competitors would quickly copy their improvements
Experts_Say_China_Developing_High-Level_Computer_Technology-43|chani fun is an assistant professor of diplomacy
Experts_Say_China_Developing_High-Level_Computer_Technology-44|and international relations at 10 King University in Taiwan
Experts_Say_China_Developing_High-Level_Computer_Technology-45|Chan said Taiwan
Experts_Say_China_Developing_High-Level_Computer_Technology-46|the United States or the European Union
Experts_Say_China_Developing_High-Level_Computer_Technology-47|are all likely targets for China to Launch
Experts_Say_China_Developing_High-Level_Computer_Technology-48|Quantum Computing attacks
Experts_Say_China_Developing_High-Level_Computer_Technology-49|as long as countries do not have robust Quantum cryptography to defend
Experts_Say_China_Developing_High-Level_Computer_Technology-50|in August 2020
Experts_Say_China_Developing_High-Level_Computer_Technology-51|the administration of then President Donald Trump
Experts_Say_China_Developing_High-Level_Computer_Technology-52|National Science Foundation and Departments of energy
Experts_Say_China_Developing_High-Level_Computer_Technology-53|announced a plan to spend 625 million dollars
Experts_Say_China_Developing_High-Level_Computer_Technology-54|over five years on Quantum research and development
Experts_Say_China_Developing_High-Level_Computer_Technology-55|where is seeing a lot of research and development going into the Department of Defense in the US
Experts_Say_China_Developing_High-Level_Computer_Technology-56|West said
Experts_Say_China_Developing_High-Level_Computer_Technology-57|she said
Experts_Say_China_Developing_High-Level_Computer_Technology-58|I don't think they would be pouring money into it if they didn't think there was that potential
Experts_Say_China_Developing_High-Level_Computer_Technology-59|Carl Sayre is a retired professor of politics
Experts_Say_China_Developing_High-Level_Computer_Technology-60|at the University of New South Wales in Australia
Experts_Say_China_Developing_High-Level_Computer_Technology-61|he said smaller countries could not compete with China's Quantum Computing resources
Experts_Say_China_Developing_High-Level_Computer_Technology-62|he added that they would need engineer's technicians and money
Experts_Say_China_Developing_High-Level_Computer_Technology-63|I'm Gregory stoeckel
FBI_Messaging_A-1|law enforcement agencies in several countries
FBI_Messaging_A-2|say they have prevented crimes and made many arrests
FBI_Messaging_A-3|thanks to a computer app
FBI_Messaging_A-4|the US Federal Bureau of Investigation
FBI_Messaging_A-5|secretly operated a secure messaging service
FBI_Messaging_A-6|so that it would send copies of messages to its own computers
FBI_Messaging_A-7|the effort
FBI_Messaging_A-8|was part of an operation
FBI_Messaging_A-9|cold Trojan Shield
FBI_Messaging_A-10|which has led to police raids in 16 countries
FBI_Messaging_A-11|law enforcement agencies around the world
FBI_Messaging_A-12|announce the operation Tuesday
FBI_Messaging_A-13|Trojan Shield led to the arrests of more than 800 criminal Suspects
FBI_Messaging_A-14|more than 32 tons of illegal drugs were seized
FBI_Messaging_A-15|in addition
FBI_Messaging_A-16|250 guns 55 cars
FBI_Messaging_A-17|and more than 148 million dollars in cash
FBI_Messaging_A-18|and online currencies
FBI_Messaging_A-19|also were seized
FBI_Messaging_A-20|the operation started when law enforcement agencies sees the company that provided encrypted devices
FBI_Messaging_A-21|two suspected criminals
FBI_Messaging_A-22|then the FBI established a messaging service
FBI_Messaging_A-23|call Dan arm
FBI_Messaging_A-24|which secretly sent messages to law enforcement computers
FBI_Messaging_A-25|later
FBI_Messaging_A-26|police broke up the operations of two encrypted messaging services
FBI_Messaging_A-27|they were called encrochat
FBI_Messaging_A-28|and Sky ECC
FBI_Messaging_A-29|suspected criminal groups use these apps to organize drug trafficking and murders
FBI_Messaging_A-30|this suspected criminals were then looking for another way to communicate
FBI_Messaging_A-31|the alarm app
FBI_Messaging_A-32|was then put on cell phones
FBI_Messaging_A-33|that the agency's changed
FBI_Messaging_A-34|and that were provided two suspects
FBI_Messaging_A-35|over the past 18 months
